# Seine Fishery Age Composition (proportion of each age): Median Posterior Prediction
"# Year","3","4","5","6","7","8","9+"
"1980",0,0.643,0.357,0,0,0,0
"1981",0,0.286,0.714,0,0,0,0
"1982",0.059,0.118,0.235,0.529,0,0,0
"1983",0.136,0.182,0.136,0.136,0.364,0,0
"1984",0.081,0.432,0.135,0.054,0.081,0.189,0
"1985",0.02,0.314,0.373,0.078,0.039,0.059,0.118
"1986",0.032,0.097,0.342,0.316,0.071,0.032,0.097
"1987",0.26,0.12,0.08,0.22,0.2,0.05,0.05
"1988",0.016,0.663,0.065,0.038,0.098,0.087,0.033
"1989",NA,NA,NA,NA,NA,NA,NA
"1990",0,0.02,0.089,0.693,0.05,0.03,0.109
"1991",0.134,0.022,0.016,0.086,0.613,0.043,0.075
"1992",0,0.5,0.016,0.016,0.048,0.371,0.048
"1993",NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",0.083,0.167,0.25,0.042,0.125,0,0.333
"1998",0.083,0.333,0.167,0.167,0,0.083,0.083
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,NA,NA,NA,NA,NA,NA
"2006",NA,NA,NA,NA,NA,NA,NA
"2007",NA,NA,NA,NA,NA,NA,NA
"2008",NA,NA,NA,NA,NA,NA,NA
"2009",NA,NA,NA,NA,NA,NA,NA
"2010",NA,NA,NA,NA,NA,NA,NA
"2011",NA,NA,NA,NA,NA,NA,NA
"2012",NA,NA,NA,NA,NA,NA,NA
"2013",NA,NA,NA,NA,NA,NA,NA
"2014",NA,NA,NA,NA,NA,NA,NA
"2015",NA,NA,NA,NA,NA,NA,NA
"2016",NA,NA,NA,NA,NA,NA,NA
"2017",NA,NA,NA,NA,NA,NA,NA
"2018",NA,NA,NA,NA,NA,NA,NA
"2019",NA,NA,NA,NA,NA,NA,NA
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
"2023",NA,NA,NA,NA,NA,NA,NA
"2024",NA,NA,NA,NA,NA,NA,NA

# Seine Fishery Age Composition (proportion of each age): Lower 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
"1980",0,0.286,0.071,0,0,0,0
"1981",0,0,0.286,0,0,0,0
"1982",0,0,0.059,0.294,0,0,0
"1983",0,0.045,0,0,0.136,0,0
"1984",0,0.27,0.027,0,0,0.054,0
"1985",0,0.176,0.235,0.02,0,0,0.039
"1986",0.006,0.052,0.258,0.232,0.032,0.006,0.052
"1987",0.17,0.06,0.03,0.14,0.12,0.01,0.01
"1988",0,0.576,0.033,0.011,0.054,0.043,0.011
"1989",NA,NA,NA,NA,NA,NA,NA
"1990",0,0,0.04,0.584,0.01,0,0.059
"1991",0.081,0.005,0,0.043,0.527,0.016,0.038
"1992",0,0.355,0,0,0,0.242,0
"1993",NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",0,0.042,0.083,0,0,0,0.167
"1998",0,0.083,0,0,0,0,0
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,NA,NA,NA,NA,NA,NA
"2006",NA,NA,NA,NA,NA,NA,NA
"2007",NA,NA,NA,NA,NA,NA,NA
"2008",NA,NA,NA,NA,NA,NA,NA
"2009",NA,NA,NA,NA,NA,NA,NA
"2010",NA,NA,NA,NA,NA,NA,NA
"2011",NA,NA,NA,NA,NA,NA,NA
"2012",NA,NA,NA,NA,NA,NA,NA
"2013",NA,NA,NA,NA,NA,NA,NA
"2014",NA,NA,NA,NA,NA,NA,NA
"2015",NA,NA,NA,NA,NA,NA,NA
"2016",NA,NA,NA,NA,NA,NA,NA
"2017",NA,NA,NA,NA,NA,NA,NA
"2018",NA,NA,NA,NA,NA,NA,NA
"2019",NA,NA,NA,NA,NA,NA,NA
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
"2023",NA,NA,NA,NA,NA,NA,NA
"2024",NA,NA,NA,NA,NA,NA,NA

# Seine Fishery Age Composition (proportion of each age): Upper 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
"1980",0.214,0.857,0.643,0,0,0,0
"1981",0.143,0.571,1,0.286,0,0,0
"1982",0.176,0.353,0.471,0.765,0.176,0,0
"1983",0.318,0.409,0.273,0.318,0.545,0.091,0
"1984",0.189,0.622,0.27,0.162,0.189,0.324,0.054
"1985",0.059,0.451,0.51,0.176,0.118,0.137,0.216
"1986",0.065,0.161,0.432,0.406,0.123,0.071,0.155
"1987",0.37,0.19,0.15,0.32,0.29,0.1,0.11
"1988",0.038,0.745,0.109,0.071,0.147,0.136,0.06
"1989",NA,NA,NA,NA,NA,NA,NA
"1990",0.02,0.05,0.158,0.782,0.099,0.059,0.188
"1991",0.199,0.054,0.043,0.134,0.688,0.081,0.124
"1992",0.032,0.645,0.065,0.048,0.113,0.5,0.113
"1993",NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",0.208,0.333,0.458,0.125,0.25,0.125,0.542
"1998",0.25,0.667,0.333,0.417,0.083,0.25,0.333
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,NA,NA,NA,NA,NA,NA
"2006",NA,NA,NA,NA,NA,NA,NA
"2007",NA,NA,NA,NA,NA,NA,NA
"2008",NA,NA,NA,NA,NA,NA,NA
"2009",NA,NA,NA,NA,NA,NA,NA
"2010",NA,NA,NA,NA,NA,NA,NA
"2011",NA,NA,NA,NA,NA,NA,NA
"2012",NA,NA,NA,NA,NA,NA,NA
"2013",NA,NA,NA,NA,NA,NA,NA
"2014",NA,NA,NA,NA,NA,NA,NA
"2015",NA,NA,NA,NA,NA,NA,NA
"2016",NA,NA,NA,NA,NA,NA,NA
"2017",NA,NA,NA,NA,NA,NA,NA
"2018",NA,NA,NA,NA,NA,NA,NA
"2019",NA,NA,NA,NA,NA,NA,NA
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
"2023",NA,NA,NA,NA,NA,NA,NA
"2024",NA,NA,NA,NA,NA,NA,NA


# Spawner Survey Age Composition (proportion of each age): Median Posterior Prediction
"# Year","3","4","5","6","7","8","9+"
"1980",NA,NA,NA,NA,NA,NA,NA
"1981",NA,NA,NA,NA,NA,NA,NA
"1982",0.125,0.125,0.125,0.5,0,0,0
"1983",0.364,0.182,0.091,0.091,0.182,0,0
"1984",0.222,0.389,0.111,0.056,0.056,0.111,0
"1985",0.08,0.32,0.32,0.08,0.04,0.04,0.08
"1986",0.104,0.104,0.312,0.286,0.065,0.026,0.091
"1987",0.58,0.08,0.04,0.12,0.1,0.02,0.02
"1988",0.055,0.681,0.055,0.033,0.077,0.066,0.022
"1989",0,0.094,0.679,0.057,0.019,0.075,0.075
"1990",0.02,0.02,0.1,0.68,0.04,0.02,0.12
"1991",0.391,0.022,0.011,0.054,0.435,0.033,0.054
"1992",0,0.548,0,0,0.032,0.323,0.032
"1993",0.083,0.033,0.567,0,0,0.017,0.25
"1994",0.036,0.182,0.055,0.564,0,0,0.145
"1995",0.237,0.051,0.153,0.034,0.441,0,0.051
"1996",0.127,0.273,0.036,0.127,0.036,0.364,0.036
