# Seine Fishery Age Composition (proportion of each age): Median Posterior Prediction
"# Year","3","4","5","6","7","8","9+"
"1980",0.062,0.812,0.125,0,0,0,0
"1981",0,0.143,0.714,0,0,0,0
"1982",0.053,0.158,0.211,0.526,0.053,0,0
"1983",0.12,0.2,0.12,0.16,0.32,0.04,0
"1984",0.073,0.415,0.146,0.073,0.073,0.171,0
"1985",0.017,0.293,0.379,0.086,0.034,0.052,0.121
"1986",0.029,0.097,0.343,0.32,0.074,0.034,0.097
"1987",0.257,0.115,0.08,0.221,0.204,0.044,0.053
"1988",0.014,0.657,0.068,0.036,0.097,0.087,0.034
"1989",NA,NA,NA,NA,NA,NA,NA
"1990",0,0.018,0.096,0.693,0.053,0.026,0.114
"1991",0.133,0.019,0.019,0.086,0.614,0.043,0.076
"1992",0,0.486,0.014,0.014,0.043,0.371,0.043
"1993",NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",0.074,0.148,0.259,0.037,0.111,0.037,0.333
"1998",0.071,0.357,0.143,0.143,0,0.071,0.143
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,NA,NA,NA,NA,NA,NA
"2006",NA,NA,NA,NA,NA,NA,NA
"2007",NA,NA,NA,NA,NA,NA,NA
"2008",NA,NA,NA,NA,NA,NA,NA
"2009",NA,NA,NA,NA,NA,NA,NA
"2010",NA,NA,NA,NA,NA,NA,NA
"2011",NA,NA,NA,NA,NA,NA,NA
"2012",NA,NA,NA,NA,NA,NA,NA
"2013",NA,NA,NA,NA,NA,NA,NA
"2014",NA,NA,NA,NA,NA,NA,NA
"2015",NA,NA,NA,NA,NA,NA,NA
"2016",NA,NA,NA,NA,NA,NA,NA
"2017",NA,NA,NA,NA,NA,NA,NA
"2018",NA,NA,NA,NA,NA,NA,NA
"2019",NA,NA,NA,NA,NA,NA,NA
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
"2023",NA,NA,NA,NA,NA,NA,NA

# Seine Fishery Age Composition (proportion of each age): Lower 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
"1980",0,0.562,0,0,0,0,0
"1981",0,0,0.286,0,0,0,0
"1982",0,0,0.053,0.263,0,0,0
"1983",0,0.04,0,0.04,0.16,0,0
"1984",0,0.268,0.049,0,0,0.049,0
"1985",0,0.19,0.241,0.017,0,0,0.034
"1986",0.006,0.051,0.269,0.24,0.034,0.011,0.051
"1987",0.168,0.062,0.035,0.15,0.133,0.009,0.018
"1988",0,0.57,0.034,0.014,0.058,0.048,0.01
"1989",NA,NA,NA,NA,NA,NA,NA
"1990",0,0,0.044,0.596,0.018,0,0.061
"1991",0.086,0.005,0.005,0.048,0.533,0.019,0.043
"1992",0,0.357,0,0,0,0.243,0
"1993",NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",0,0.037,0.111,0,0,0,0.148
"1998",0,0.143,0,0,0,0,0
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,NA,NA,NA,NA,NA,NA
"2006",NA,NA,NA,NA,NA,NA,NA
"2007",NA,NA,NA,NA,NA,NA,NA
"2008",NA,NA,NA,NA,NA,NA,NA
"2009",NA,NA,NA,NA,NA,NA,NA
"2010",NA,NA,NA,NA,NA,NA,NA
"2011",NA,NA,NA,NA,NA,NA,NA
"2012",NA,NA,NA,NA,NA,NA,NA
"2013",NA,NA,NA,NA,NA,NA,NA
"2014",NA,NA,NA,NA,NA,NA,NA
"2015",NA,NA,NA,NA,NA,NA,NA
"2016",NA,NA,NA,NA,NA,NA,NA
"2017",NA,NA,NA,NA,NA,NA,NA
"2018",NA,NA,NA,NA,NA,NA,NA
"2019",NA,NA,NA,NA,NA,NA,NA
"2020",NA,NA,NA,NA,NA,NA,NA
"2021",NA,NA,NA,NA,NA,NA,NA
"2022",NA,NA,NA,NA,NA,NA,NA
"2023",NA,NA,NA,NA,NA,NA,NA

# Seine Fishery Age Composition (proportion of each age): Upper 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
"1980",0.188,0.939,0.375,0,0,0,0
"1981",0.143,0.571,1,0.286,0,0,0
"1982",0.158,0.316,0.474,0.737,0.211,0,0
"1983",0.28,0.4,0.28,0.32,0.52,0.12,0
"1984",0.171,0.585,0.268,0.171,0.195,0.317,0.073
"1985",0.069,0.431,0.5,0.172,0.103,0.121,0.207
"1986",0.063,0.154,0.429,0.4,0.12,0.069,0.149
"1987",0.363,0.186,0.15,0.31,0.292,0.088,0.106
"1988",0.039,0.734,0.111,0.068,0.15,0.135,0.063
"1989",NA,NA,NA,NA,NA,NA,NA
"1990",0.018,0.044,0.158,0.781,0.096,0.061,0.184
"1991",0.195,0.048,0.043,0.129,0.69,0.081,0.119
"1992",0.029,0.629,0.057,0.043,0.114,0.5,0.114
"1993",NA,NA,NA,NA,NA,NA,NA
"1994",NA,NA,NA,NA,NA,NA,NA
"1995",NA,NA,NA,NA,NA,NA,NA
"1996",NA,NA,NA,NA,NA,NA,NA
"1997",0.185,0.296,0.444,0.111,0.259,0.111,0.519
"1998",0.214,0.643,0.357,0.429,0.143,0.214,0.357
"1999",NA,NA,NA,NA,NA,NA,NA
"2000",NA,NA,NA,NA,NA,NA,NA
"2001",NA,NA,NA,NA,NA,NA,NA
"2002",NA,NA,NA,NA,NA,NA,NA
"2003",NA,NA,NA,NA,NA,NA,NA
"2004",NA,NA,NA,NA,NA,NA,NA
"2005",NA,NA,NA,NA,NA,NA,NA
